año,corporacion,lugar,votacion,localidad,longitud,latitud,geometry,upz
2019,ALCALDIA,COLEGIO DISTRITAL JACKELINE,44,KENNEDY,-74.16273182399993,4.608990300000073,POINT (-74.16273182399993 4.608990300000073),TIMIZA
2019,ALCALDIA,COLEGIO DISTRITAL SORRENTO,81,PUENTE ARANDA,-74.11328684699998,4.622991052000032,POINT (-74.11328684699998 4.622991052000032),SAN RAFAEL
2019,ALCALDIA,COLEGIO EUCARISTICO MERCEDARIO,1943,SUBA,-74.086553,4.735333,POINT (-74.086553 4.735333),EL RINCON
2019,ALCALDIA,COLEGIO FANNY MIKEY,86,CIUDAD BOLIVAR,-74.15253320899996,4.549826463000045,POINT (-74.15253320899996 4.549826463000045),LUCERO
2019,ALCALDIA,COLEGIO FE Y ALEGRIA,644,KENNEDY,-74.146056,4.635105999000075,POINT (-74.146056 4.635105999000075),CASTILLA
2019,ALCALDIA,COLEGIO GERARDO MOLINA,1627,SUBA,-74.1153988,4.748891,POINT (-74.1153988 4.748891),TIBABUYES
2019,ALCALDIA,COLEGIO GONZALO ARANGO,1031,SUBA,-74.09492314999994,4.729812315000061,POINT (-74.09492314999994 4.729812315000061),EL RINCON
2019,ALCALDIA,COLEGIO GUSTAVO ROJAS PINILLA,1956,KENNEDY,-74.14064983399999,4.648509084000068,POINT (-74.14064983399999 4.648509084000068),CASTILLA
2019,ALCALDIA,COLEGIO INTEGRACION MODERNA,80,KENNEDY,-74.13479141899995,4.626742130000025,POINT (-74.13479141899995 4.626742130000025),AMERICAS
2019,ALCALDIA,COLEGIO JAIME GARZON,1195,KENNEDY,-74.17558464799998,4.625827935000075,POINT (-74.17558464799998 4.625827935000075),GRAN BRITALIA
2019,ALCALDIA,COLEGIO JEAN PIAGET,462,KENNEDY,-74.13168347699997,4.624596076000046,POINT (-74.13168347699997 4.624596076000046),AMERICAS
2019,ALCALDIA,COLEGIO JOHN DEWEY,149,SUBA,-74.06397835399997,4.698780415000044,POINT (-74.06397835399997 4.698780415000044),LA ALHAMBRA
2019,ALCALDIA,COLEGIO JORGE MARIO BERGOGLIO,423,SUBA,-74.1034136,4.7487972,POINT (-74.1034136 4.7487972),EL RINCON
2019,ALCALDIA,COLEGIO LA GIRALDA,237,SANTA FE,-74.14173478999999,4.681725344000029,POINT (-74.14173478999999 4.681725344000029),FONTIBON
2019,ALCALDIA,COLEGIO LA KHUMBRE,573,SUBA,-74.07350945199994,4.823891889000038,POINT (-74.07350945199994 4.823891889000038),
2019,ALCALDIA,COLEGIO LA MAGDALENA,186,KENNEDY,-74.07105250499995,4.629350958000032,POINT (-74.07105250499995 4.629350958000032),TEUSAQUILLO
2019,ALCALDIA,COLEGIO LUIS ANGEL ARANGO,85,FONTIBON,-74.13755124899996,4.681852694000042,POINT (-74.13755124899996 4.681852694000042),FONTIBON
2019,ALCALDIA,COLEGIO LUZ Y VIDA,85,KENNEDY,-74.15926272099995,4.638695688000041,POINT (-74.15926272099995 4.638695688000041),PATIO BONITO
2019,ALCALDIA,COLEGIO MARYMOUNT,217,SUBA,-74.06644191799995,4.755702266000071,POINT (-74.06644191799995 4.755702266000071),CASA BLANCA SUBA
2019,ALCALDIA,COLEGIO MAYOR SAN BARTOLOME,106,LA CANDELARIA,-74.07607923299997,4.596770698000057,POINT (-74.07607923299997 4.596770698000057),LA CANDELARIA
2019,ALCALDIA,COLEGIO NELSON MANDELA,1143,KENNEDY,-74.17790968199995,4.635853713000074,POINT (-74.17790968199995 4.635853713000074),LAS MARGARITAS
2019,ALCALDIA,COLEGIO NICOLAS BUENAVENTURA,2453,SUBA,-74.09060192399994,4.755537482000022,POINT (-74.09060192399994 4.755537482000022),SUBA
2019,ALCALDIA,COLEGIO NORTE ADVENTISTA,73,ENGATIVA,-74.09436381399996,4.683743503000073,POINT (-74.09436381399996 4.683743503000073),LAS FERIAS
2019,ALCALDIA,COLEGIO NUEVO GIMNASIO,95,CHAPINERO,-74.05461493699994,4.664884249000067,POINT (-74.05461493699994 4.664884249000067),CHICO LAGO
2019,ALCALDIA,COLEGIO OEA,1215,KENNEDY,-74.14145868399999,4.618158635000043,POINT (-74.14145868399999 4.618158635000043),CARVAJAL
2019,ALCALDIA,COLEGIO OEA ANTONIA SANTOS,87,KENNEDY,-74.14082055399996,4.609080687000073,POINT (-74.14082055399996 4.609080687000073),CARVAJAL
2019,ALCALDIA,COLEGIO PEDAGOGICO DULCE MARIA,1665,SUBA,-74.108241,4.74661,POINT (-74.108241 4.74661),TIBABUYES
2019,ALCALDIA,COLEGIO PROVINMA,816,USAQUEN,-74.03497694799995,4.723774542000058,POINT (-74.03497694799995 4.723774542000058),LOS CEDROS
2019,ALCALDIA,COLEGIO RAFAEL GOBERNA,32,KENNEDY,-74.16429156399994,4.634597102000043,POINT (-74.16429156399994 4.634597102000043),PATIO BONITO
2019,ALCALDIA,COLEGIO RAFAEL MAYA,485,SUBA,-74.11884996899994,4.74522141500006,POINT (-74.11884996899994 4.74522141500006),TIBABUYES
2019,ALCALDIA,COLEGIO RAMON JIMENO,6,SANTA FE,-74.06499824099996,4.60948735300002,POINT (-74.06499824099996 4.60948735300002),LA MACARENA
2019,ALCALDIA,COLEGIO RODRIGO TRIANA,900,KENNEDY,-74.16738578999997,4.64001021200005,POINT (-74.16738578999997 4.64001021200005),PATIO BONITO
2019,ALCALDIA,COLEGIO ROMULO GALLEGO,81,PUENTE ARANDA,-74.10706288899996,4.599357652000037,POINT (-74.10706288899996 4.599357652000037),CIUDAD MONTES
2019,ALCALDIA,COLEGIO SAN FRANCISCO CL 186,140,USAQUEN,-74.14905784799998,4.563622939000027,POINT (-74.14905784799998 4.563622939000027),SAN FRANCISCO
2019,ALCALDIA,COLEGIO SAN JOSE DE CALASANZ,2132,SUBA,-74.08824495899995,4.723030265000034,POINT (-74.08824495899995 4.723030265000034),EL RINCON
2019,ALCALDIA,COLEGIO SAN MARTIN DE PORRES,101,CHAPINERO,-74.0587030168283,4.63027071939893,POINT (-74.0587030168283 4.63027071939893),
2019,ALCALDIA,COLEGIO SAN PEDRO CLAVER SEDE A,461,KENNEDY,-74.1611,4.622,POINT (-74.1611 4.622),KENNEDY CENTRAL
2019,ALCALDIA,COLEGIO SANS FACON,147,USAQUEN,-74.04112023899995,4.749810788000048,POINT (-74.04112023899995 4.749810788000048),TOBERIN
2019,ALCALDIA,COLEGIO SANTA CLARA,219,TEUSAQUILLO,-74.07672482099997,4.624980997000023,POINT (-74.07672482099997 4.624980997000023),TEUSAQUILLO
2019,ALCALDIA,COLEGIO SANTA ISABEL DE HUNGRIA,1490,SUBA,-74.063569,4.748706,POINT (-74.063569 4.748706),BRITALIA
2019,ALCALDIA,COLEGIO SANTIAGO ALBERIONI,150,SUBA,-74.05983302899995,4.753284577000045,POINT (-74.05983302899995 4.753284577000045),BRITALIA
2019,ALCALDIA,COLEGIO SIMON BOLIVAR SUBA,1882,SUBA,-74.0846467,4.7415173,POINT (-74.0846467 4.7415173),SUBA
2019,ALCALDIA,COLEGIO SIMON RODRIGUEZ SEDE A,1338,CHAPINERO,-74.06109617699997,4.654052440000044,POINT (-74.06109617699997 4.654052440000044),CHICO LAGO
2019,ALCALDIA,"COLEGIO TOBERIN ""B""",884,USAQUEN,-74.035909,4.743052,POINT (-74.035909 4.743052),TOBERIN
2019,ALCALDIA,COLEGIO VEINTIUN ANGELES,57,SUBA,-74.08034907899997,4.74945266800006,POINT (-74.08034907899997 4.74945266800006),SUBA
2019,ALCALDIA,COLEGIO VILLA ELISA SEDES C Y D,1965,SUBA,-74.09331632599998,4.722742548000042,POINT (-74.09331632599998 4.722742548000042),EL RINCON
2019,ALCALDIA,COLEGIO VIRGINIA GUTIERREZ,583,SUBA,-74.085686135532,4.73110059312188,POINT (-74.085686135532 4.73110059312188),EL RINCON
2019,ALCALDIA,COLEGIO VISTA BELLA,368,SUBA,-74.05878126099998,4.750099164000062,POINT (-74.05878126099998 4.750099164000062),BRITALIA
2019,ALCALDIA,COLEGIO-HIJAS DE CRISTO REY,7175,SUBA,-74.06727899399993,4.729443382000056,POINT (-74.06727899399993 4.729443382000056),CASA BLANCA SUBA
2019,ALCALDIA,COLISEO LA PALESTINA,84,BOSA,-74.19132801799998,4.612073760000044,POINT (-74.19132801799998 4.612073760000044),BOSA CENTRAL
2019,ALCALDIA,COLOMBIA,728,BARRIOS UNIDOS,-74.06551906299995,4.657375872000046,POINT (-74.06551906299995 4.657375872000046),LOS ALCAZARES
2019,ALCALDIA,COLON,3425,PUENTE ARANDA,-74.11942847599994,4.620190372000025,POINT (-74.11942847599994 4.620190372000025),SAN RAFAEL
2019,ALCALDIA,COLONIA ORIENTAL,532,PUENTE ARANDA,-74.1149,4.6183,POINT (-74.1149 4.6183),SAN RAFAEL
2019,ALCALDIA,COLSEGUROS,939,LOS MARTIRES,-74.08428456999997,4.621698653000067,POINT (-74.08428456999997 4.621698653000067),LA SABANA
2019,ALCALDIA,COLSUBSIDIO MAZUREN,3415,SUBA,-74.05456045899996,4.735384150000073,POINT (-74.05456045899996 4.735384150000073),EL PRADO
2019,ALCALDIA,COOPERATIVO NUEVO MUZU,77,TUNJUELITO,-74.1479417799999,4.587398303000043,POINT (-74.1479417799999 4.587398303000043),VENECIA
2019,ALCALDIA,CORDILLERA,181,CIUDAD BOLIVAR,-74.14964727999995,4.539866762000031,POINT (-74.14964727999995 4.539866762000031),LUCERO
2019,ALCALDIA,CORINTO-COLEGIO NUEVA COLOMBIA,971,SUBA,-74.099886609325,4.72870425822519,POINT (-74.099886609325 4.72870425822519),EL RINCON
2019,ALCALDIA,CORPUS CHRISTI,791,TEUSAQUILLO,-74.0805256145455,4.64893146057959,POINT (-74.0805256145455 4.64893146057959),LA ESMERALDA
2019,ALCALDIA,COUNTRY SUR,2055,RAFAEL URIBE URIBE,-74.10245540999995,4.568172990000051,POINT (-74.10245540999995 4.568172990000051),SAN JOSE
2019,ALCALDIA,CRISTOBAL COLON,1135,USAQUEN,-74.1280716,4.6873123,POINT (-74.1280716 4.6873123),CAPELLANIA
2019,ALCALDIA,CTRO DE REHABIL. PARA ADULTOS CIEGOS,48,PUENTE ARANDA,-74.0278109749756,4.60031702697883,POINT (-74.0278109749756 4.60031702697883),
2019,ALCALDIA,CULTURA POPULAR,34,PUENTE ARANDA,-74.12538362199996,4.601407545000029,POINT (-74.12538362199996 4.601407545000029),MUZU
2019,ALCALDIA,CUNDINAMARCA,484,PUENTE ARANDA,-74.08933231699996,4.622689935000039,POINT (-74.08933231699996 4.622689935000039),ZONA INDUSTRIAL
2019,ALCALDIA,DELICIAS MUZU,1772,PUENTE ARANDA,-74.13043865899994,4.599249684000029,POINT (-74.13043865899994 4.599249684000029),MUZU
2019,ALCALDIA,DIANA TURBAY,110,RAFAEL URIBE URIBE,-74.10765247299997,4.545341695000047,POINT (-74.10765247299997 4.545341695000047),DIANA TURBAY
2019,ALCALDIA,DINDALITO,2091,KENNEDY,-74.17467597399997,4.641742778000037,POINT (-74.17467597399997 4.641742778000037),PATIO BONITO
2019,ALCALDIA,DIVERPLAZA,429,ENGATIVA,-74.115112,4.700140999000041,POINT (-74.115112 4.700140999000041),GARCES NAVAS
2019,ALCALDIA,"DIVINO MAESTRO ""A""",1095,USAQUEN,-74.0278109749756,4.74028843920038,POINT (-74.0278109749756 4.74028843920038),SAN CRISTOBAL NORTE
2019,ALCALDIA,"DIVINO MAESTRO ""B""",475,USAQUEN,-74.024315771747,4.74043922588821,POINT (-74.024315771747 4.74043922588821),SAN CRISTOBAL NORTE
2019,ALCALDIA,DIVINO NIÑO,275,CIUDAD BOLIVAR,-74.13810351699993,4.537809185000071,POINT (-74.13810351699993 4.537809185000071),EL TESORO
2019,ALCALDIA,DIVINO SALVADOR,955,TEUSAQUILLO,-74.06639656599998,4.644427046000033,POINT (-74.06639656599998 4.644427046000033),GALERIAS
2019,ALCALDIA,EDUARDO SANTOS,1128,LOS MARTIRES,-74.09333049699995,4.594339241000057,POINT (-74.09333049699995 4.594339241000057),SANTA ISABEL
2019,ALCALDIA,EGIPTO ESCUELA QUINTA DIAZ,81,LA CANDELARIA,-74.07054775499995,4.593216814000073,POINT (-74.07054775499995 4.593216814000073),LA CANDELARIA
2019,ALCALDIA,EL AQUINATE U. SANTO TOMAS,83,CHAPINERO,-74.06141389899994,4.649180869000077,POINT (-74.06141389899994 4.649180869000077),CHAPINERO
2019,ALCALDIA,EL BATAN,1910,SUBA,-74.05702320099994,4.704806291000068,POINT (-74.05702320099994 4.704806291000068),LA ALHAMBRA
2019,ALCALDIA,EL BOSQUE,1310,USME,-74.10311553799994,4.506018318000031,POINT (-74.10311553799994 4.506018318000031),GRAN YOMASA
2019,ALCALDIA,EL CAMPIN,1047,TEUSAQUILLO,-74.07582905499999,4.649279934000049,POINT (-74.07582905499999 4.649279934000049),GALERIAS
2019,ALCALDIA,"EL CARMEN SUR ""A""",1691,TUNJUELITO,-74.13231081699996,4.582996852000065,POINT (-74.13231081699996 4.582996852000065),VENECIA
2019,ALCALDIA,EL CEDRO,378,ENGATIVA,-74.120159,4.713627,POINT (-74.120159 4.713627),GARCES NAVAS
2019,ALCALDIA,EL CHARCO,65,FONTIBON,-74.16143794499999,4.692487530000051,POINT (-74.16143794499999 4.692487530000051),FONTIBON SAN PABLO
2019,ALCALDIA,EL CODITO,251,USAQUEN,-74.0247061,4.7591296,POINT (-74.0247061 4.7591296),VERBENAL
2019,ALCALDIA,EL CONSUELO,999,SANTA FE,-74.07114749899995,4.580839076000075,POINT (-74.07114749899995 4.580839076000075),LOURDES
2019,ALCALDIA,EL CORTIJO,247,USME,-74.12238073899994,4.725671602000034,POINT (-74.12238073899994 4.725671602000034),BOLIVIA
2019,ALCALDIA,EL CORTIJO (LOCALIDAD 10),4192,ENGATIVA,-74.1210258,4.7262888,POINT (-74.1210258 4.7262888),BOLIVIA
2019,ALCALDIA,EL DANUBIO AZUL,1223,USME,-74.11502143899997,4.537765720000039,POINT (-74.11502143899997 4.537765720000039),DANUBIO
2019,ALCALDIA,EL DESTINO,197,USME,-74.13895919099997,4.408202995000067,POINT (-74.13895919099997 4.408202995000067),
2019,ALCALDIA,EL GRAN SAN,259,SANTA FE,-74.07912582599994,4.598662968000042,POINT (-74.07912582599994 4.598662968000042),LAS NIEVES
2019,ALCALDIA,EL GUALI,939,ENGATIVA,-74.09435405699998,4.671215577000055,POINT (-74.09435405699998 4.671215577000055),LAS FERIAS
2019,ALCALDIA,EL HATO,81,USME,-74.17951987699996,4.36958887000003,POINT (-74.17951987699996 4.36958887000003),
2019,ALCALDIA,EL JAPON,2425,KENNEDY,-74.15351731199996,4.621697552000057,POINT (-74.15351731199996 4.621697552000057),KENNEDY CENTRAL
2019,ALCALDIA,EL JAZMIN,1906,PUENTE ARANDA,-74.11487267199993,4.609959443000037,POINT (-74.11487267199993 4.609959443000037),CIUDAD MONTES
2019,ALCALDIA,EL LUJAN,2345,ENGATIVA,-74.10148869699998,4.678894774000071,POINT (-74.10148869699998 4.678894774000071),SANTA CECILIA
2019,ALCALDIA,EL MIRADOR,320,RAFAEL URIBE URIBE,-74.16189115399999,4.55155805000004,POINT (-74.16189115399999 4.55155805000004),LUCERO
2019,ALCALDIA,EL MORISCO,791,ENGATIVA,-74.09038497199998,4.70515559100005,POINT (-74.09038497199998 4.70515559100005),MINUTO DE DIOS
2019,ALCALDIA,EL MUELLE,2802,ENGATIVA,-74.12521383799998,4.700289142000031,POINT (-74.12521383799998 4.700289142000031),ENGATIVA
2019,ALCALDIA,EL PARAISO,1024,CIUDAD BOLIVAR,-74.15899211599998,4.552388765000046,POINT (-74.15899211599998 4.552388765000046),LUCERO
2019,ALCALDIA,EL PITE,178,USAQUEN,,,POINT (NaN NaN),
2019,ALCALDIA,EL PORTAL,158,SAN CRISTOBAL,-74.0949,4.5658,POINT (-74.0949 4.5658),20 DE JULIO
2019,ALCALDIA,EL PORVENIR,2098,BOSA,-74.18362205699998,4.635898909000048,POINT (-74.18362205699998 4.635898909000048),EL PORVENIR
2019,ALCALDIA,EL QUINDIO,554,SAN CRISTOBAL,-74.08281201799997,4.537394023000047,POINT (-74.08281201799997 4.537394023000047),LA GLORIA
2019,ALCALDIA,EL RECREO,2367,BOSA,-74.20148261099996,4.627533565000022,POINT (-74.20148261099996 4.627533565000022),TINTAL SUR
2019,ALCALDIA,EL RECUERDO SANTAFE,511,BOSA,-74.19774784299995,4.641699962000075,POINT (-74.19774784299995 4.641699962000075),EL PORVENIR
2019,ALCALDIA,EL REMANZO,180,PUENTE ARANDA,-74.11369523499997,4.60477307900004,POINT (-74.11369523499997 4.60477307900004),CIUDAD MONTES
2019,ALCALDIA,EL RINCON,3376,SUBA,-74.0896688,4.7250134,POINT (-74.0896688 4.7250134),EL RINCON
2019,ALCALDIA,EL RODEO SEDE B LA GLORIA,108,SAN CRISTOBAL,-74.0929,4.5462,POINT (-74.0929 4.5462),LA GLORIA
2019,ALCALDIA,EL SALITRE,951,TEUSAQUILLO,-74.10011001899994,4.655930620000049,POINT (-74.10011001899994 4.655930620000049),PARQUE SIMON BOLIVAR - CAN
2019,ALCALDIA,EL SAUCEDAL,1138,KENNEDY,-74.16282556699997,4.633038830000032,POINT (-74.16282556699997 4.633038830000032),CORABASTOS
2019,ALCALDIA,EL SOCORRO SUR,657,RAFAEL URIBE URIBE,-74.12448237099994,4.564808620000065,POINT (-74.12448237099994 4.564808620000065),MARRUECOS
2019,ALCALDIA,EL TEJAR,1799,PUENTE ARANDA,-74.12752014499995,4.60858481300005,POINT (-74.12752014499995 4.60858481300005),CIUDAD MONTES
2019,ALCALDIA,EL TESORO,897,CIUDAD BOLIVAR,-74.14944513799998,4.534972583000069,POINT (-74.14944513799998 4.534972583000069),EL TESORO
2019,ALCALDIA,"EL TUNAL ""A""",2113,TUNJUELITO,-74.13192148,4.575923139000054,POINT (-74.13192148 4.575923139000054),VENECIA
2019,ALCALDIA,EL VERGEL,956,LOS MARTIRES,-74.09426546999998,4.596321872000033,POINT (-74.09426546999998 4.596321872000033),SANTA ISABEL
2019,ALCALDIA,EL VERJON,86,SANTA FE,-74.02245577399998,4.605824588000075,POINT (-74.02245577399998 4.605824588000075),
2019,ALCALDIA,EL VIRREY,1493,USME,-74.11179901,4.50250233600002,POINT (-74.11179901 4.50250233600002),COMUNEROS
2019,ALCALDIA,ENGATIVA,3612,ENGATIVA,-74.14095824099996,4.716288231000021,POINT (-74.14095824099996 4.716288231000021),ENGATIVA
2019,ALCALDIA,ENTRE RIOS,1272,BARRIOS UNIDOS,-74.07541461999995,4.680300152000029,POINT (-74.07541461999995 4.680300152000029),LOS ANDES
2019,ALCALDIA,ESCLAVAS DEL SAGRADO CORAZON,343,USAQUEN,-74.04309304199995,4.755656316000056,POINT (-74.04309304199995 4.755656316000056),LA URIBE
2019,ALCALDIA,ESCUELA LA VICTORIA B,440,SAN CRISTOBAL,-74.09391079499994,4.554348808000043,POINT (-74.09391079499994 4.554348808000043),LA GLORIA
2019,ALCALDIA,ESTACION DE LA SABANA,835,LOS MARTIRES,-74.08335137199998,4.607028938000042,POINT (-74.08335137199998 4.607028938000042),LA SABANA
2019,ALCALDIA,ESTADOS UNIDOS DE AMERICA,16,RAFAEL URIBE URIBE,-74.10600814799994,4.584815527000046,POINT (-74.10600814799994 4.584815527000046),QUIROGA
2019,ALCALDIA,ESTADOS UNIDOS SUPER 13,1690,KENNEDY,-74.16032958799997,4.625627870000073,POINT (-74.16032958799997 4.625627870000073),CORABASTOS
2019,ALCALDIA,ESTRELLA DEL SUR,872,CIUDAD BOLIVAR,-74.14255463799998,4.54309905100007,POINT (-74.14255463799998 4.54309905100007),EL TESORO
2019,ALCALDIA,"EL CARMEN SUR ""B""",616,TUNJUELITO,-74.131871,4.583144,POINT (-74.131871 4.583144),VENECIA
2019,ALCALDIA,"EL TUNAL ""B""",999,TUNJUELITO,-74.13189651099998,4.577674664000028,POINT (-74.13189651099998 4.577674664000028),VENECIA
2019,ALCALDIA,"FATIMA ""A""",2272,TUNJUELITO,-74.13798926899995,4.585521978000031,POINT (-74.13798926899995 4.585521978000031),VENECIA
2019,ALCALDIA,"FATIMA ""B""",816,TUNJUELITO,-74.13874222099997,4.584682175000069,POINT (-74.13874222099997 4.584682175000069),VENECIA
2019,ALCALDIA,FAVIDI VISION DE COLOMBIA,2667,KENNEDY,-74.1350275,4.6482265,POINT (-74.1350275 4.6482265),CASTILLA
2019,ALCALDIA,FE Y ALEGRIA SAN IGNACIO,1588,BOSA,-74.18978479999998,4.633343233000062,POINT (-74.18978479999998 4.633343233000062),EL PORVENIR
2019,ALCALDIA,FERIAS II,1035,ENGATIVA,-74.08190081299995,4.686961488000065,POINT (-74.08190081299995 4.686961488000065),LAS FERIAS
2019,ALCALDIA,FERNANDO SOTO APARICIO,5,KENNEDY,-74.14748936899997,4.61881403600006,POINT (-74.14748936899997 4.61881403600006),KENNEDY CENTRAL
2019,ALCALDIA,FERNANDO SOTO APARICIO SEDE B,143,KENNEDY,-74.172626,4.617238,POINT (-74.172626 4.617238),GRAN BRITALIA
2019,ALCALDIA,FERROCAJA,16,FONTIBON,-74.13840758799995,4.67602019900005,POINT (-74.13840758799995 4.67602019900005),FONTIBON
2019,ALCALDIA,FLORALIA,1546,KENNEDY,-74.13231108999997,4.608704879000072,POINT (-74.13231108999997 4.608704879000072),CARVAJAL
2019,ALCALDIA,FLORENCIA,1182,ENGATIVA,-74.10526331599993,4.69956810900004,POINT (-74.10526331599993 4.69956810900004),BOYACA REAL
2019,ALCALDIA,FLORESTA NORTE-JULIO FLOREZ,2761,SUBA,-74.07750306999998,4.687168986000074,POINT (-74.07750306999998 4.687168986000074),LA FLORESTA
2019,ALCALDIA,FLORESTA OUTLET,331,SUBA,-74.07476325199997,4.691381544000023,POINT (-74.07476325199997 4.691381544000023),LA FLORESTA
2019,ALCALDIA,FONTIBON,5310,FONTIBON,-74.14450537799996,4.67263517300006,POINT (-74.14450537799996 4.67263517300006),FONTIBON
2019,ALCALDIA,FRANCISCO DE PAULA SANTANDER,522,BOSA,-74.18477973799997,4.610871700000075,POINT (-74.18477973799997 4.610871700000075),BOSA CENTRAL
2019,ALCALDIA,FRANCISCO JOSE DE CALDAS,1802,KENNEDY,-74.15317527799994,4.626545717000056,POINT (-74.15317527799994 4.626545717000056),KENNEDY CENTRAL
2019,ALCALDIA,FUNDACION SAN FELIPE NERI,211,SUBA,-74.082955,4.746206,POINT (-74.082955 4.746206),SUBA
2019,ALCALDIA,GAITAN,1310,BARRIOS UNIDOS,-74.07245197899994,4.674229417000049,POINT (-74.07245197899994 4.674229417000049),DOCE DE OCTUBRE
2019,ALCALDIA,GALAN,2235,PUENTE ARANDA,-74.1224756299999,4.617260904000034,POINT (-74.1224756299999 4.617260904000034),SAN RAFAEL
2019,ALCALDIA,GALICIA,2799,CIUDAD BOLIVAR,-74.17067691899996,4.590999912000029,POINT (-74.17067691899996 4.590999912000029),ISMAEL PERDOMO
2019,ALCALDIA,GARCES NAVAS,2994,ENGATIVA,-74.12207204399994,4.711136510000074,POINT (-74.12207204399994 4.711136510000074),GARCES NAVAS
2019,ALCALDIA,GEMA,159,KENNEDY,-74.17686551899999,4.607525829000053,POINT (-74.17686551899999 4.607525829000053),TIMIZA
2019,ALCALDIA,GIMNASIO CENTRO NARIÑO,44,TEUSAQUILLO,-74.0898197162564,4.62914971286545,POINT (-74.0898197162564 4.62914971286545),QUINTA PAREDES
2019,ALCALDIA,GIMNASIO LOS SAUCES,190,BOSA,-74.18228625099994,4.631003804000045,POINT (-74.18228625099994 4.631003804000045),BOSA OCCIDENTAL
2019,ALCALDIA,GIMNASIO REAL AMERICANO,328,BOSA,-74.19528367199996,4.629848511000034,POINT (-74.19528367199996 4.629848511000034),EL PORVENIR
2019,ALCALDIA,GIRARDOT,483,SANTA FE,-74.07299620499998,4.587580039000045,POINT (-74.07299620499998 4.587580039000045),LOURDES
2019,ALCALDIA,GRAN COLOMBIANO,1830,KENNEDY,-74.16282961299999,4.621250330000066,POINT (-74.16282961299999 4.621250330000066),KENNEDY CENTRAL
2019,ALCALDIA,GRAN GRANADA,2421,ENGATIVA,-74.12272130999997,4.72099436000002,POINT (-74.12272130999997 4.72099436000002),GARCES NAVAS
2019,ALCALDIA,GRAN PLAZA EL ENSUEÑO,1836,CIUDAD BOLIVAR,-74.15675720799999,4.581217553000045,POINT (-74.15675720799999 4.581217553000045),ARBORIZADORA
2019,ALCALDIA,GRAN YOMASA,566,USME,-74.109734,4.508524,POINT (-74.109734 4.508524),GRAN YOMASA
2019,ALCALDIA,GRANADA COLEGIO SIMON RODRIGUEZ SD B,720,CHAPINERO,-74.05664862899994,4.648396259000037,POINT (-74.05664862899994 4.648396259000037),PARDO RUBIO
2019,ALCALDIA,GRANJAS DE SAN PABLO,853,RAFAEL URIBE URIBE,-74.11613731499995,4.571512927000072,POINT (-74.11613731499995 4.571512927000072),MARCO FIDEL SUAREZ
2019,ALCALDIA,GUACAMAYAS II,276,SAN CRISTOBAL,-74.09673592899998,4.555739480000057,POINT (-74.09673592899998 4.555739480000057),LA GLORIA
2019,ALCALDIA,GUSTAVO RESTREPO,660,RAFAEL URIBE URIBE,-74.10616393599997,4.575755499000024,POINT (-74.10616393599997 4.575755499000024),SAN JOSE
2019,ALCALDIA,HACIENDA SANTA BARBARA,4541,USAQUEN,-74.0324925,4.6928882,POINT (-74.0324925 4.6928882),USAQUEN
2019,ALCALDIA,HAYUELOS CENTRO COMERCIAL,3374,FONTIBON,-74.13054683599995,4.664203605000068,POINT (-74.13054683599995 4.664203605000068),GRANJAS DE TECHO
2019,ALCALDIA,HAYUELOS JUMBO,4362,FONTIBON,-74.1323,4.6628,POINT (-74.1323 4.6628),GRANJAS DE TECHO
2019,ALCALDIA,HOLANDA,605,BOSA,-74.1856,4.6268,POINT (-74.1856 4.6268),BOSA OCCIDENTAL
2019,ALCALDIA,ICES LAS BRISAS,24,CIUDAD BOLIVAR,-74.17109082199994,4.568241478000061,POINT (-74.17109082199994 4.568241478000061),JERUSALEM
2019,ALCALDIA,IMPRENTA NACIONAL,1637,TEUSAQUILLO,-74.1054,4.649,POINT (-74.1054 4.649),CIUDAD SALITRE ORIENTAL
2019,ALCALDIA,INGLES,1439,RAFAEL URIBE URIBE,-74.12341538999993,4.583322852000038,POINT (-74.12341538999993 4.583322852000038),QUIROGA
2019,ALCALDIA,INSTITUCION EDUCATIVA COMPARTIR SUBA,2740,SUBA,-74.10601315299994,4.755286716000057,POINT (-74.10601315299994 4.755286716000057),TIBABUYES
2019,ALCALDIA,INSTITUTO DE INTEGRACION CULTURAL,34,PUENTE ARANDA,-74.10099576799996,4.607929010000021,POINT (-74.10099576799996 4.607929010000021),CIUDAD MONTES
2019,ALCALDIA,INSTITUTO GUIMARC,139,BOSA,-74.19576440599997,4.602298087000065,POINT (-74.19576440599997 4.602298087000065),BOSA CENTRAL
2019,ALCALDIA,INSTITUTO SAN BASILIO,439,SUBA,-74.12456902199995,4.743896447000054,POINT (-74.12456902199995 4.743896447000054),TIBABUYES
2019,ALCALDIA,INTEG. RAFAEL DELGADO SALGUERO,67,RAFAEL URIBE URIBE,-74.11932320699998,4.583981134000055,POINT (-74.11932320699998 4.583981134000055),QUIROGA
2019,ALCALDIA,INTEGRADO SEDE B,57,FONTIBON,-74.14624404899996,4.68311940600006,POINT (-74.14624404899996 4.68311940600006),FONTIBON
2019,ALCALDIA,ISABEL II,146,KENNEDY,-74.15294974999995,4.633569682000029,POINT (-74.15294974999995 4.633569682000029),CASTILLA
2019,ALCALDIA,ISERRA 100,802,BARRIOS UNIDOS,-74.06459721799996,4.687820716000033,POINT (-74.06459721799996 4.687820716000033),LOS ANDES
